c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
1.7667987168668358,1.3231540724101012,1.9894103344214336,1.7175069796047406,0.15784925643182934,0.3463314932622452,1.7347608882104957,0.9900000000000014,1.0000000000000009
0.2523300777909193,-0.005948450765453917,0.5352591911739453,1.4111171737543613,0.4321543254976152,0.0993564404404352,0.2335830148410549,0.9900000000000014,1.0000000000000009
-1.6540915821244155,0.8891944804226657,1.6929424982435726,1.3734490901359289,0.005623757022340303,0.2999356633406079,1.5438396313543747,0.9900000000000014,1.0000000000000009
0.8319796554317564,0.6277438094802081,1.6321451974912558,1.8209196660746323,0.8647537709526393,0.19948765043617886,0.953182899833254,0.9900000000000014,1.0000000000000009
0.5243345784818905,0.5225610653949461,0.6081932341084988,0.4726186840089989,0.4314698358938145,0.3789710992617184,0.5228103648829239,0.9900000000000014,1.0000000000000009
0.1992274309377833,0.4758689654489472,1.2125275786942078,0.6100527754905889,0.5226450263129822,0.2880101362964904,0.3602643821249938,0.9900000000000014,1.0000000000000009
0.5325770302044299,0.29614811953422604,0.9499695878436863,1.6854390804829644,0.9880130698274716,0.3088475090976209,0.3358477339017285,0.9900000000000014,1.0000000000000009
0.5171992894751605,0.2329062752364093,0.9609203995819492,1.4697692417825576,0.997865550779928,0.2984535037614096,0.3136884010845564,0.9900000000000014,1.0000000000000009
0.13443603865749532,0.4913044523239774,1.4894351156741028,0.2623805940057163,0.8479634909593855,0.3772254531338002,0.4275712990303207,0.9900000000000014,1.0000000000000009
0.5325770302044299,1.228296413504958,0.979659520701572,1.4697692417825576,0.9630602468262156,0.3408424791402149,0.3856617140207675,0.9900000000000014,1.0000000000000009
0.5238013599239243,0.4964827963587428,1.4538201128592516,0.2623805940057163,0.9624295852422274,0.3210765172594548,0.3642037714041461,0.9900000000000014,1.0000000000000009
0.6561592138688503,1.2171929271251305,0.979659520701572,1.7005395327226454,0.9671934443618871,1.4124493856345683,0.442200117419401,0.9869000000000014,0.9376000000000004
0.13443603865749532,0.4715919189544739,1.4538201128592516,0.2039938970229791,0.84192225336681,0.38515652419105023,0.432265939195925,0.9900000000000014,1.0000000000000009
0.5350886512997033,0.293468413429726,1.4555655098403335,0.0964531921832591,0.7304324055971982,0.2817213263906509,0.28463066886314004,0.9900000000000014,1.0000000000000009
0.13443603865749532,0.5380000422444661,1.6605572669703257,0.2623805940057163,0.8421679903431203,1.6397959759655418,0.4623847705511558,0.9855000000000014,0.9155000000000004
0.13443603865749532,0.4410284599125631,1.4538201128592516,0.2039938970229791,0.84192225336681,0.3530491908725409,0.4118361533667441,0.9900000000000014,1.0000000000000009
